,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Term,Term Descr,Crse ID,Crse Offer Nbr,Session Code,Associated Class,Subject,Subject Descr,Catalog Nbr,Class Nbr,Class Section,Combined Section,Course Title Long,CRAS Crse Component,Section Enrl Cnt,Section Avg Wkly Mtg Hrs,Section Dist Hrs,Units Minimum,Units Maximum,DeptID (Class),Dept Descr (Class),Class Acad Group,Class Acad Group Descrshort,Class Mtg Nbr,GEO_Instr_IDs,Class Instr Name,CRAS Contact Percent,Instr Appor Dist Hrs,Instr Appor Wkly Mtg Hrs,Appor Student Credit Hours,Class Instr Appt DeptID,Appt Dept Descr,Appt Dept Grp,EG Rank IPEDS,EG Rank IPEDS Descr,Acad Rank Title Mod Descrshort,Tenure Status,Tenure Status Descr,Jobcode,Jobcode Descr
2440,Spring/Summer 2023,022078,1,1,22,GREEKMOD,Modern Greek,499,65117,022, ,Supervised Reading,IND,1,0.0,1.00,1.00,3.00,174000,Classical Studies Department,LSA,L S A,1,,"Leontis,Artemis S",100,1.00,0.0,1.00,174000,LSA Classical Studies,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,022341,1,1,107,ENGLISH,English Lang & Literature,321,65191,107, ,Internship,IND,1,0.0,1.00,1.00,1.00,175500,English Language & Lit Dept,LSA,L S A,1,,"Desai,Gaurav",100,1.00,0.0,1.00,175500,LSA English Language & Lit.,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,038690,1,1,6,CLCIV,Classical Civilization,499,65133,006, ,Supervised Reading,IND,1,0.0,1.00,1.00,3.00,174000,Classical Studies Department,LSA,L S A,1,,"Potter,David S",100,1.00,0.0,1.00,174000,LSA Classical Studies,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,039011,1,1,34,AT,Athletic Training,488,65078,034, ,Ind Study AT,IND,1,0.0,1.00,1.00,2.00,450000,School of Kinesiology,KIN,Kin,1,,"Vesia,Michael",100,1.00,0.0,1.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2440,Spring/Summer 2023,039084,1,1,1,MOVESCI,Movement Science,230,65007,101, ,Hum Musculo Anat,LEC,18,3.4,3.00,3.00,3.00,450000,School of Kinesiology,KIN,Kin,1,,"Bird,Michele Marie",100,3.00,3.4,54.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2440,Spring/Summer 2023,039297,1,1,219,MCDB,"Molec, Cell & Develop Biology",300,65307,219, ,Undergrad Research,IND,1,0.0,3.00,1.00,3.00,189000,"Molecular,Cell & Devel Biology",LSA,L S A,1,,"Nandakumar,Jayakrishnan",100,3.00,0.0,3.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,039304,1,1,202,MCDB,"Molec, Cell & Develop Biology",700,65205,202, ,Advanced Studies,IND,1,0.0,7.00,1.00,8.00,189000,"Molecular,Cell & Devel Biology",LSA,L S A,1,,"Csankovszki,Gyorgyi",100,7.00,0.0,7.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,039311,1,1,12,MCDB,"Molec, Cell & Develop Biology",995,65343,012, ,Diss-Cand,IND,1,0.0,8.00,8.00,8.00,189000,"Molecular,Cell & Devel Biology",LSA,L S A,1,,"Bardwell,James",100,8.00,0.0,8.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,039311,1,1,219,MCDB,"Molec, Cell & Develop Biology",995,65342,219, ,Diss-Cand,IND,2,0.0,8.00,8.00,8.00,189000,"Molecular,Cell & Devel Biology",LSA,L S A,1,,"Nandakumar,Jayakrishnan",100,8.00,0.0,16.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,039311,1,1,235,MCDB,"Molec, Cell & Develop Biology",995,65077,235, ,Diss-Cand,IND,1,0.0,8.00,8.00,8.00,189000,"Molecular,Cell & Devel Biology",LSA,L S A,1,,"Clowney,E Josie",100,8.00,0.0,8.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2440,Spring/Summer 2023,039511,1,1,135,AUTO,Automotive Engineering Program,503,63396,135, ,Auto Eng Project,IND,2,0.0,3.00,3.00,4.00,210503,Integrative Systems & Design,ENG,Eng,1,,"Friedberg,Nicole",100,3.00,0.0,6.00,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,039511,1,1,881,AUTO,Automotive Engineering Program,503,63395,881, ,Auto Eng Project,IND,20,0.0,3.00,3.00,4.00,210503,Integrative Systems & Design,ENG,Eng,1,,"Friedberg,Nicole",100,3.00,0.0,60.00,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,039612,1,1,1,EMBA,Executive MBA,630,62673,001, ,Strat Mkt Planning,REC,68,5.1,3.00,3.00,3.00,380000,School of Business Admin,BA,Ross Sch,1,,"Orhun,Yesim",100,3.00,5.1,204.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,039612,1,1,1,EMBA,Executive MBA,630,62674,812, ,Strat Mkt Planning,REC,27,3.0,3.00,3.00,3.00,380000,School of Business Admin,BA,Ross Sch,1,,"Manchanda,Puneet",100,3.00,3.0,81.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,039700,1,1,1,EMBA,Executive MBA,625,62846,001, ,Legal Envirmt of Bus,REC,48,1.5,1.50,1.50,1.50,380000,School of Business Admin,BA,Ross Sch,1,,"Rogala,Lori",100,1.50,1.5,72.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,039700,1,1,1,EMBA,Executive MBA,625,62847,812, ,Legal Envirmt of Bus,REC,22,1.5,1.50,1.50,1.50,380000,School of Business Admin,BA,Ross Sch,1,,"Rogala,Lori",100,1.50,1.5,33.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,040097,1,1,1,RACKHAM,Rackham Graduate School,998,61052,001, ,Curr Practical Prjct,SEM,1,1.0,1.00,1.00,1.00,490000,Graduate School,RAC,Rackham,1,,Unknown,100,1.00,1.0,1.00,490000,Rackham Graduate School,RACKHAM_GRAD_SCHOOL,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2440,Spring/Summer 2023,040181,1,1,300,ENGR,Engineering,301,65098,300, ,Engr Ugrad Stdy Abrd,LEC,22,8.0,8.00,1.00,16.00,210400,Engineering Undergraduate Educ,ENG,Eng,1,,"Cotel,Aline J",100,8.00,8.0,176.00,215000,Civil & Environmental Engr,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,040190,1,1,1,MECHENG,Mechanical Engineering,513,65021,881,C,Autobody Structures,LEC,62,3.0,3.00,3.00,3.00,222500,Mech Eng & Applied Mech Dept,ENG,Eng,1,,"Malen,Donald E",90,2.70,2.7,167.40,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2440,Spring/Summer 2023,040190,1,1,1,MECHENG,Mechanical Engineering,513,65021,881,C,Autobody Structures,LEC,62,3.0,3.00,3.00,3.00,222500,Mech Eng & Applied Mech Dept,ENG,Eng,1,08322723,"Mhaske,Atharv Pritish",10,0.30,0.3,18.60,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2440,Spring/Summer 2023,040463,1,1,2,CPTS,Clinical Pharm Translational S,995,65200,002, ,Diss-Cand,IND,1,0.0,8.00,8.00,8.00,445000,College Of Pharmacy,PHR,Pharmacy,1,,"Farris,Karen Bell",100,8.00,0.0,8.00,445100,PHARMACY Clinical Pharmacy,COLLEGE_PHARMACY,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,040786,1,1,5,CLARCH,Classical Archaeology,497,65119,005, ,Prac Field Arch,IND,1,0.0,1.00,1.00,3.00,174000,Classical Studies Department,LSA,L S A,1,,"Motta,Laura",100,1.00,0.0,1.00,174000,LSA Classical Studies,COLLEGE_OF_LSA,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2440,Spring/Summer 2023,041189,1,1,36,PSYCH,Psychology,326,65268,036, ,Dir Res Psych/NS,IND,1,0.0,3.00,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"Tronson,Natalie",100,3.00,0.0,3.00,185500,LSA Psychology,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,041189,1,1,92,PSYCH,Psychology,326,65179,092, ,Dir Res Psych/NS,IND,1,0.0,3.00,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"Settles,Isis",100,3.00,0.0,3.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,041189,1,1,340,PSYCH,Psychology,326,65085,340, ,Dir Res Psych/NS,IND,7,0.0,3.00,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"Berridge,Kent C",100,3.00,0.0,21.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,041189,1,1,425,PSYCH,Psychology,326,65316,425, ,Dir Res Psych/NS,IND,1,0.0,3.00,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"Volling,Brenda L",100,3.00,0.0,3.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,041189,1,1,441,PSYCH,Psychology,326,65234,441, ,Dir Res Psych/NS,IND,1,0.0,3.00,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"King,Cheryl A",100,3.00,0.0,3.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,NOT,Non Tenure Not On Track,201001,Professor
2440,Spring/Summer 2023,041189,1,1,668,PSYCH,Psychology,326,65186,668, ,Dir Res Psych/NS,IND,5,0.0,2.80,1.00,4.00,185500,Psychology Department,LSA,L S A,1,,"Kross,Ethan F",100,2.80,0.0,14.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,041269,1,1,1,EMBA,Executive MBA,637,63182,001, ,Macroecon Envir Bus,REC,38,4.0,1.50,1.50,1.50,380000,School of Business Admin,BA,Ross Sch,1,,"Shwayder,Ariel",100,1.50,4.0,57.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,041269,1,1,1,EMBA,Executive MBA,637,63183,812, ,Macroecon Envir Bus,REC,15,1.5,1.50,1.50,1.50,380000,School of Business Admin,BA,Ross Sch,1,,"Shwayder,Ariel",100,1.50,1.5,22.50,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,041413,1,1,51,CHEMBIO,Chemical Biology,995,65231,051, ,Diss-Cand,IND,1,0.0,8.00,8.00,8.00,490000,Graduate School,RAC,Rackham,1,,"Ragsdale,Stephen W",100,8.00,0.0,8.00,234000,MM Biological Chemistry Dept,MEDICAL_SCHOOL,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,041553,1,1,20,ES,Entrepreneurial Studies,399,65322,020, ,Indep Study Project,IND,1,0.0,2.00,1.00,3.00,380000,School of Business Admin,BA,Ross Sch,1,,"Mueller,Chris",100,2.00,0.0,2.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,041957,1,1,1,ENGR,Engineering,599,65242,031, ,Spec Topics Engr,LAB,1,4.0,2.00,1.00,4.00,210400,Engineering Undergraduate Educ,ENG,Eng,1,,"Du,Xiaoxiao",100,2.00,4.0,2.00,210308,CoE Robotics,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable,128920,ASST RES SCIENTIST
2440,Spring/Summer 2023,042033,1,1,54,BIOPHYS,Biophysics,399,65304,054, ,Research Biophysics,IND,1,0.0,4.00,1.00,4.00,554000,Biophysics Research Division,LSA,L S A,1,,"Zochowski,Michal R",100,4.00,0.0,4.00,554000,LSA Biophysics,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,042394,1,1,135,ESENG,Energy Systems Engineering,503,63398,135, ,Energy Systems Proj,IND,1,0.0,3.00,3.00,3.00,210503,Integrative Systems & Design,ENG,Eng,1,,"Friedberg,Nicole",100,3.00,0.0,3.00,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,042394,1,1,881,ESENG,Energy Systems Engineering,503,63397,881, ,Energy Systems Proj,IND,9,0.0,3.00,3.00,3.00,210503,Integrative Systems & Design,ENG,Eng,1,,"Friedberg,Nicole",100,3.00,0.0,27.00,210503,CoE Integrative Sys & Design,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,042430,1,1,1,ARABIC,Arabic Language,103,65004,001, ,IntensElemArabicI&II,REC,4,10.0,10.00,10.00,10.00,183500,Middle East Studies Dept,LSA,L S A,1,,"Alhindi,Rula",50,5.00,5.0,20.00,183500,LSA Middle East Studies,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,042430,1,1,1,ARABIC,Arabic Language,103,65004,001, ,IntensElemArabicI&II,REC,4,10.0,10.00,10.00,10.00,183500,Middle East Studies Dept,LSA,L S A,1,,"Peters,Theresa Grace",50,5.00,5.0,20.00,183500,LSA Middle East Studies,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,042431,1,1,1,ARABIC,Arabic Language,203,65005,001, ,IntensIMArabicI&II,REC,5,10.0,10.00,10.00,10.00,183500,Middle East Studies Dept,LSA,L S A,1,,"Hannouchi,Said",50,5.00,5.0,25.00,183500,LSA Middle East Studies,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202860,LEO Lecturer III
2440,Spring/Summer 2023,042431,1,1,1,ARABIC,Arabic Language,203,65005,001, ,IntensIMArabicI&II,REC,5,10.0,10.00,10.00,10.00,183500,Middle East Studies Dept,LSA,L S A,1,,"Mohamed,Amina A",50,5.00,5.0,25.00,183500,LSA Middle East Studies,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,042594,1,1,1,CEE,Civil & Environmental Engin,567,65017,101,C,Energy Infrastr Sys,LEC,14,3.0,3.00,3.00,3.00,215000,Civil & Environmental Engr,ENG,Eng,1,,"Lastoskie,Christian M",100,3.00,3.0,42.00,215000,Civil & Environmental Engr,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,042594,1,1,1,CEE,Civil & Environmental Engin,567,65018,881,C,Energy Infrastr Sys,LEC,19,3.0,3.00,3.00,3.00,215000,Civil & Environmental Engr,ENG,Eng,1,,"Lastoskie,Christian M",100,3.00,3.0,57.00,215000,Civil & Environmental Engr,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,042737,1,1,1,ENGR,Engineering,196,63312,002, ,Outreach Internship,LAB,1,2.0,1.00,1.00,1.00,210400,Engineering Undergraduate Educ,ENG,Eng,1,,"Pipe,Kevin",100,1.00,2.0,1.00,216100,COE EECS - ECE Division,COLLEGE_ENGINEERING,1,Professor, ,NOT,Non Tenure Not On Track,201001,Professor
2440,Spring/Summer 2023,042824,1,1,1,KINESLGY,Kinesiology,302,63640,001, ,Kines Study Abroad,LEC,6,6.0,6.00,1.00,18.00,450000,School of Kinesiology,KIN,Kin,1,,"Barton,Vanessa",100,6.00,6.0,36.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,7,Other CRAS Instructional, ,NA,Not Applicable,103646,Academic Program Manager
2440,Spring/Summer 2023,042824,1,1,2,KINESLGY,Kinesiology,302,65083,002, ,Kines Study Abroad,LEC,15,5.6,5.60,1.00,18.00,450000,School of Kinesiology,KIN,Kin,1,,"Barton,Vanessa",100,5.60,5.6,84.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,7,Other CRAS Instructional, ,NA,Not Applicable,103646,Academic Program Manager
2440,Spring/Summer 2023,043168,1,1,1,NURS,Nursing,575,62991,001, ,AGACNP Nrs Thry II,SEM,23,4.0,4.00,4.00,4.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",100,4.00,4.0,92.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,043235,1,1,1,ALA,Applied Liberal Arts,225,62923,001, ,Undergrad Internship,LEC,120,1.0,1.00,1.00,1.00,171900,LSA First Year Seminars,LSA,L S A,1,,"Barron,Paul",100,1.00,1.0,120.00,171900,LSA UG: Curriculum Support,COLLEGE_OF_LSA,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2440,Spring/Summer 2023,043301,1,1,4,SOC,Sociology,394,65258,004, ,Undergrad Research,IND,1,0.0,1.00,1.00,4.00,187500,Sociology Department,LSA,L S A,1,,"Axinn,William G",100,1.00,0.0,1.00,187500,LSA Sociology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,043301,1,1,6,SOC,Sociology,394,65236,006, ,Undergrad Research,IND,1,0.0,3.00,1.00,4.00,187500,Sociology Department,LSA,L S A,1,,"Zubrzycki,Genevieve",100,3.00,0.0,3.00,187500,LSA Sociology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,043301,1,1,81,SOC,Sociology,394,65162,081, ,Undergrad Research,IND,2,0.0,2.50,1.00,4.00,187500,Sociology Department,LSA,L S A,1,,"Pfeffer,Fabian T",100,2.50,0.0,5.00,187500,LSA Sociology,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2440,Spring/Summer 2023,043301,1,1,110,SOC,Sociology,394,65226,110, ,Undergrad Research,IND,1,0.0,3.00,1.00,4.00,187500,Sociology Department,LSA,L S A,1,,"Armstrong,Elizabeth A",100,3.00,0.0,3.00,187500,LSA Sociology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2440,Spring/Summer 2023,043408,1,1,1,WMBA,Weekend MBA,501,62017,001, ,Prin Fin Acc,REC,60,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Krolick,Debra L",100,2.25,2.3,135.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2440,Spring/Summer 2023,043408,1,1,1,WMBA,Weekend MBA,501,63624,002, ,Prin Fin Acc,REC,57,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Krolick,Debra L",100,2.25,2.3,128.25,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2440,Spring/Summer 2023,043409,1,1,1,WMBA,Weekend MBA,502,62018,001, ,Appl Microecon,REC,60,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Shwayder,Ariel",100,2.25,2.3,135.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,043409,1,1,1,WMBA,Weekend MBA,502,63663,002, ,Appl Microecon,REC,57,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Shwayder,Ariel",100,2.25,2.3,128.25,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2440,Spring/Summer 2023,043410,1,1,1,WMBA,Weekend MBA,503,62019,001, ,Appl Bus Stat,REC,60,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Baldwin,Jean-Paul",100,2.25,2.3,135.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,043410,1,1,1,WMBA,Weekend MBA,503,63625,002, ,Appl Bus Stat,REC,57,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Baldwin,Jean-Paul",100,2.25,2.3,128.25,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2440,Spring/Summer 2023,043411,1,1,1,WMBA,Weekend MBA,504,62020,001, ,Marketing Mngmt,REC,60,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Branch,John David",100,2.25,2.3,135.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2440,Spring/Summer 2023,043411,1,1,1,WMBA,Weekend MBA,504,62978,002, ,Marketing Mngmt,REC,57,2.3,2.25,2.25,2.25,380000,School of Business Admin,BA,Ross Sch,1,,"Branch,John David",100,2.25,2.3,128.25,380000,Ross School of Business,SCHOOL_BUS_ADMIN,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2440,Spring/Summer 2023,043888,1,1,1,MOVESCI,Movement Science,219,65006,101, ,Scientific Writing,LEC,18,3.4,3.00,3.00,3.00,450000,School of Kinesiology,KIN,Kin,1,,"Palmer,Kara K",100,3.00,3.4,54.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,62538,001, ,DNP Residency,LAB,7,3.0,1.14,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Duffy,Elizabeth Ann",100,1.14,3.0,7.98,440000,School of Nursing,SCHOOL_NURSING,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,63512,002, ,DNP Residency,LAB,8,3.0,2.00,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Pardee,Michelle Lorraine",100,2.00,3.0,16.00,440000,School of Nursing,SCHOOL_NURSING,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,63513,003, ,DNP Residency,LAB,7,3.0,2.00,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Gultekin,Laura Ellen",100,2.00,3.0,14.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,63514,004, ,DNP Residency,LAB,8,3.0,2.13,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Blush,Ray",100,2.13,3.0,17.04,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,63515,005, ,DNP Residency,LAB,8,3.0,1.88,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Kusunoki,Yasamin Yoko",100,1.88,3.0,15.04,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,63516,006, ,DNP Residency,LAB,8,3.0,2.00,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Nelson,Kathryn",100,2.00,3.0,16.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,64850,007, ,DNP Residency,LAB,8,3.0,2.13,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Franklin,Mary M",100,2.13,3.0,17.04,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2440,Spring/Summer 2023,044059,1,1,1,NURS,Nursing,950,64851,008, ,DNP Residency,LAB,6,3.0,2.33,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Zielinski,Ruth",100,2.33,3.0,13.98,440000,School of Nursing,SCHOOL_NURSING,1,Professor,Clinical,NOT,Non Tenure Not On Track,201140,CLINICAL PROFESSOR
2440,Spring/Summer 2023,044060,1,1,29,NURS,Nursing,955,62711,029, ,Scholarly Project,IND,1,0.0,2.00,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Aebersold,Michelle L",100,2.00,0.0,2.00,440000,School of Nursing,SCHOOL_NURSING,1,Professor,Clinical,NOT,Non Tenure Not On Track,201140,CLINICAL PROFESSOR
2440,Spring/Summer 2023,044060,1,1,41,NURS,Nursing,955,62795,041, ,Scholarly Project,IND,1,0.0,1.00,1.00,6.00,440000,School Of Nursing,NUR,Nursing,1,,"Robinson-Lane,Sheria Grice",100,1.00,0.0,1.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
