TERM,TERM_DESCRSHORT,CRN,SUBJECT,COURSE_NUMBR,SECTION_NUMBER,CRSE_DESCR,UM_MODALITY,SCHD_DESC,SECTION_ENROLLMENT,SECTION_CAP,SECTION_CREDITS,CREDITS_HIGH,CREDITS_LOW,CLASS_INST_ID,CLASS_INSTR_NAME,APPT_DEPT_DESCRIPTION,COLLEGE_SCHOOL,JOBCODE,JOBCODE_DESCRIPTION
202420,Winter 2024,20463,NUR,700,W2,Healthcare Research I,Fully Online,Online/Web Based,23,25,69,3,3,71917070,"Kupferschmid, Barbara",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23741,NUR,700,W3,Healthcare Research I,Fully Online,Online/Web Based,25,25,75,3,3,71917070,"Kupferschmid, Barbara",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24563,NUR,700,W4,Healthcare Research I,Fully Online,Online/Web Based,10,25,30,3,3,71917070,"Kupferschmid, Barbara",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23753,NSC,601,W1,Biostatistics/Advncd Prac HCR,Fully Online,Online/Web Based,27,25,81,3,3,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,23754,NSC,601,W2,Biostatistics/Advncd Prac HCR,Fully Online,Online/Web Based,25,25,75,3,3,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24405,NSC,601,W3,Biostatistics/Advncd Prac HCR,Fully Online,Online/Web Based,23,25,69,3,3,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24406,NSC,601,W4,Biostatistics/Advncd Prac HCR,Fully Online,Online/Web Based,24,25,72,3,3,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,23759,NSC,606,W1,Epidemiology,Fully Online,Online/Web Based,24,25,48,2,2,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24407,NSC,606,W4,Epidemiology,Fully Online,Online/Web Based,23,25,46,2,2,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24780,NSC,606,W5,Epidemiology,Fully Online,Online/Web Based,25,25,50,2,2,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24781,NSC,606,W6,Epidemiology,Fully Online,Online/Web Based,19,25,38,2,2,05993056,"LaChance, Jenny",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24743,PSY,104,W1,Intergroup Relations,Fully Online,Online/Web Based,28,30,28,1,1,95866841,"LaCosse, Jennifer",Flint Psychology,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,22400,PSY,315,W1,Survey of Social Psychology,Fully Online,Online/Web Based,30,30,90,3,3,95866841,"LaCosse, Jennifer",Flint Psychology,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,22407,PSY,322,01,Basic Statistics & Probability,In Person,Lecture/Discussion,21,27,84,4,4,95866841,"LaCosse, Jennifer",Flint Psychology,Flint CASE,202000,ASST PROFESSOR
202420,Winter 2024,24693,BUS,110,W1,Business Concepts and Careers,Fully Online,Online/Web Based,39,40,117,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24694,BUS,110,W2,Business Concepts and Careers,Fully Online,Online/Web Based,11,10,33,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24873,BUS,115,W3,Intro to Business Applications,Fully Online,Online/Web Based,45,45,135,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,20852,MKT,432,W1,International Marketing,Fully Online,Online/Web Based,33,45,99,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24492,MKT,437,F1,Retail Management,Hyperflex,Flex Mode,18,35,54,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24493,MKT,438,F1,Marketing Strategy,Hyperflex,Flex Mode,17,40,51,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,24494,MKT,532,F1,Marketing Strategy,Hyperflex,Flex Mode,4,40,12,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,21039,MKT,536,W1,International Marketing,Fully Online,Online/Web Based,3,45,9,3,3,22644499,"Lake, Daniel",Flint School of Management,Flint Management Dean,202880,LEO Lecturer IV
202420,Winter 2024,22960,HCR,107,W1,Basic Stress Mgt & Relaxation,Fully Online,Online/Web Based,31,30,31,1,1,79491426,"Landis, Theresa",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,20308,HCR,117,W1,Enhancd Mindflness/Stress Mgmt,Fully Online,Online/Web Based,32,30,64,2,2,79491426,"Landis, Theresa",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202820,LEO Lecturer I
202420,Winter 2024,24021,ECN,202,02,Prin of Econ (Micro-Econ),In Person,Lecture/Discussion,19,40,57,3,3,48052930,"Lange, Eion",Flint Economics,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,21114,ENG,112,06,Critical Writing & Reading,In Person,Lecture/Discussion,23,24,69,3,3,23565235,"Larsen Jr, Dave",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21115,ENG,112,07,Critical Writing & Reading,In Person,Lecture/Discussion,24,24,72,3,3,23565235,"Larsen Jr, Dave",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,21116,ENG,112,08,Critical Writing & Reading,In Person,Lecture/Discussion,23,24,69,3,3,23565235,"Larsen Jr, Dave",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24821,ENG,112,W11,Critical Writing & Reading,Fully Online,Online/Web Based,23,24,69,3,3,23565235,"Larsen Jr, Dave",Flint English,Flint CASE,202880,LEO Lecturer IV
202420,Winter 2024,24860,PTP,604,99,Independent Study,Independent Study,Study,1,5,1,4,1,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24316,PTP,612,01,Clinical Neuroscience,In Person,Lecture/Lab,31,34,93,3,3,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24317,PTP,612,02,Clinical Neuroscience,In Person,Lecture/Lab,31,32,93,3,3,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24467,PTP,651,01,Neuro Cond,In Person,Lecture/Lab,31,34,93,3,3,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24468,PTP,651,02,Neuro Cond,In Person,Lecture/Lab,31,32,93,3,3,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24749,PTP,990,03,Dissertation: Pre-Candidacy,In Person,Lecture/Discussion,1,1,1,3,1,55617419,"Larson, Cathy",Flint Physical Therapy,Flint College Health Sciences,201500,ASSOC PROFESSOR
202420,Winter 2024,24116,ANT,499,01,Senior Seminar,In Person,Lecture/Discussion,6,15,18,3,3,28804928,"Laube, Heather","Flint Soc,Anthropology & CJ",Flint CASE,201000,PROFESSOR
202420,Winter 2024,23983,SOC,100,01,Introduction to Sociology,In Person,Lecture/Discussion,31,45,93,3,3,28804928,"Laube, Heather","Flint Soc,Anthropology & CJ",Flint CASE,201000,PROFESSOR
202420,Winter 2024,21876,SOC,354,W1,Sociology of Families,Fully Online,Online/Web Based,23,30,69,3,3,28804928,"Laube, Heather","Flint Soc,Anthropology & CJ",Flint CASE,201000,PROFESSOR
202420,Winter 2024,24117,SOC,499,01,Senior Seminar,In Person,Lecture/Discussion,3,15,9,3,3,28804928,"Laube, Heather","Flint Soc,Anthropology & CJ",Flint CASE,201000,PROFESSOR
202420,Winter 2024,20422,WGS,354,W1,Sociology of Families,Fully Online,Online/Web Based,4,30,12,3,3,28804928,"Laube, Heather","Flint Soc,Anthropology & CJ",Flint CASE,201000,PROFESSOR
202420,Winter 2024,24203,COM,381,W1,Intercultural Communication,Fully Online,Online/Web Based,28,30,84,3,3,97100124,"Laux, Kimberly",Flint Communications Studies,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,24096,CHM,350,01,Fundamentals of Biochemistry,In Person,Lecture/Discussion,26,40,78,3,3,26550222,"Lavering, Emily",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,24280,CHM,382,01,Environmental Toxicology,In Person,Lecture/Discussion,10,24,30,3,3,26550222,"Lavering, Emily",Flint Dept of Chem/Biochem,Flint College of Innov. & Tech,202000,ASST PROFESSOR
202420,Winter 2024,21072,AMC,591,98,Thesis,Independent Study,Research,1,5,3,3,3,14526115,"Lederman, Jacob","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24129,ANT,344,H1,Cities and Society,Hyperflex,On Campus or Online,12,30,36,3,3,14526115,"Lederman, Jacob","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24130,ANT,544,H1,Cities and Society,Hyperflex,On Campus or Online,1,30,3,3,3,14526115,"Lederman, Jacob","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23377,SOC,100,W2,Introduction to Sociology,Fully Online,Online/Web Based,29,30,87,3,3,14526115,"Lederman, Jacob","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24127,SOC,344,H1,Cities and Society,Hyperflex,On Campus or Online,16,30,48,3,3,14526115,"Lederman, Jacob","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24842,NUR,366,W2,Case Mgt Princ & Theory,Fully Online,Online/Web Based,8,10,24,3,3,28813806,"Legacy, Marilyn",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24416,NUR,380,W1,Immersion in NUR Leadrshp/Mgt,Fully Online,Online/Web Based,19,30,57,3,3,28813806,"Legacy, Marilyn",Flint Nursing,Flint Nursing,202840,LEO Lecturer II
202420,Winter 2024,24438,BUS,115,01,Intro to Business Applications,In Person,Lecture/Discussion,19,40,57,3,3,64298301,"Li, Weiqi",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24443,BUS,381,F1,Mgmt Information Systems,Hyperflex,Online/Web Based,15,45,45,3,3,64298301,"Li, Weiqi",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24444,BUS,381,W1,Mgmt Information Systems,Fully Online,Online/Web Based,2,5,6,3,3,64298301,"Li, Weiqi",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24445,BUS,381,W2,Mgmt Information Systems,Fully Online,Online/Web Based,32,40,96,3,3,64298301,"Li, Weiqi",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24428,ACC,201,W1,Prin of Financial Accounting,Fully Online,Online/Web Based,8,10,24,3,3,83104995,"Li, Zhaochu",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24429,ACC,201,W2,Prin of Financial Accounting,Fully Online,Online/Web Based,39,40,117,3,3,83104995,"Li, Zhaochu",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24431,ACC,202,W1,Prin of Managerial Accounting,Fully Online,Online/Web Based,8,8,24,3,3,83104995,"Li, Zhaochu",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24432,ACC,202,W2,Prin of Managerial Accounting,Fully Online,Online/Web Based,33,37,99,3,3,83104995,"Li, Zhaochu",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,20511,ACC,321,W1,Intermed Accounting I(Asset),Fully Online,Online/Web Based,20,45,60,3,3,83104995,"Li, Zhaochu",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24508,PTP,820,01,Quantitative Research Methods,In Person,Lecture/Lab,29,34,87,4,3,49829939,"Liao, Tzu-Chieh",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24509,PTP,820,02,Quantitative Research Methods,In Person,Lecture/Lab,29,32,88,4,3,49829939,"Liao, Tzu-Chieh",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,24510,PTP,820,03,Quantitative Research Methods,In Person,Lecture/Lab,4,5,16,4,3,49829939,"Liao, Tzu-Chieh",Flint Physical Therapy,Flint College Health Sciences,202000,ASST PROFESSOR
202420,Winter 2024,22502,ENG,298,01,Topics in Writing,In Person,Lecture/Discussion,21,24,63,3,3,92067176,"Linden, David",Flint English,Flint CASE,202840,LEO Lecturer II
202420,Winter 2024,20181,NUR,300,W1,Theoretical Concepts-Prof NUR,Fully Online,Online/Web Based,27,30,81,3,3,31495115,"Linton, Mary",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,20204,NUR,421,W1,Syn of Knowledge PN Practice,Fully Online,Online/Web Based,24,30,72,3,3,31495115,"Linton, Mary",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,23205,NUR,421,W2,Syn of Knowledge PN Practice,Fully Online,Online/Web Based,19,30,57,3,3,31495115,"Linton, Mary",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,24871,NUR,912,W7,DNP Research Seminar V,Fully Online,Online/Web Based,2,2,2,4,1,31495115,"Linton, Mary",Flint Nursing,Flint Nursing,201500,ASSOC PROFESSOR
202420,Winter 2024,22112,PPA,531,01,Patient Eval PA Practice I,In Person,Lecture/Lab,50,50,300,6,6,31513974,"Little, Natalie",Flint Physician Asst Program,Flint College Health Sciences,202140,CLINICAL ASST PROF
202420,Winter 2024,24320,CRJ,432,M1,Policing Contemporary Society,Mixed Mode,Mixed Mode,19,30,57,3,3,14267470,"Litwin, Kenneth","Flint Soc,Anthropology & CJ",Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24321,PUB,532,W1,Policing Contemporary Society,Fully Online,Online/Web Based,3,30,9,3,3,14267470,"Litwin, Kenneth","Flint Soc,Anthropology & CJ",Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24434,ACC,322,F1,Intermed Acctg II (Corp Accts),Hyperflex,Online/Web Based,10,45,30,3,3,44904978,"Liu, Zhenfeng",Flint School of Management,Flint Management Dean,202000,ASST PROFESSOR
202420,Winter 2024,24435,ACC,421,F1,Accounting Information Systems,Hyperflex,Online/Web Based,17,45,51,3,3,44904978,"Liu, Zhenfeng",Flint School of Management,Flint Management Dean,202000,ASST PROFESSOR
202420,Winter 2024,21565,ACC,535,W1,Financial Reporting Topics,Fully Online,Online/Web Based,34,45,102,3,3,44904978,"Liu, Zhenfeng",Flint School of Management,Flint Management Dean,202000,ASST PROFESSOR
202420,Winter 2024,24439,BUS,115,F1,Intro to Business Applications,Hyperflex,Flex Mode,33,36,99,3,3,17309906,"Longstreet, Phillip",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24533,BUS,115,W1,Intro to Business Applications,Fully Online,Online/Web Based,10,10,30,3,3,17309906,"Longstreet, Phillip",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24441,BUS,115,W2,Intro to Business Applications,Fully Online,Online/Web Based,32,35,96,3,3,17309906,"Longstreet, Phillip",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24748,MGT,581,F1,Management Info Systems,Hyperflex,Online/Web Based,36,36,108,3,3,17309906,"Longstreet, Phillip",Flint School of Management,Flint Management Dean,201500,ASSOC PROFESSOR
202420,Winter 2024,24495,SCM,211,W1,Business Statistics,Fully Online,Online/Web Based,9,10,27,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,24496,SCM,211,W2,Business Statistics,Fully Online,Online/Web Based,36,40,108,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,24499,SCM,313,W1,Intro to Business Analytics,Fully Online,Online/Web Based,5,5,15,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,24500,SCM,313,W2,Intro to Business Analytics,Fully Online,Online/Web Based,43,45,129,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,24504,SCM,371,W1,Operations Management,Fully Online,Online/Web Based,3,40,9,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,24503,SCM,371,W2,Operations Management,Fully Online,Online/Web Based,41,40,123,3,3,65559170,"Lotfi, Vahid",Flint School of Management,Flint Management Dean,201070,PROFESSOR EMERITUS/A
202420,Winter 2024,22437,EGR,165,01,Computer-Aided Design,In Person,Lecture/Lab,20,30,60,3,3,58843144,"Lucas, Laura",Flint Engineering,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23937,EGR,165,02,Computer-Aided Design,In Person,Lecture/Lab,22,30,66,3,3,58843144,"Lucas, Laura",Flint Engineering,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23931,EGR,165,03,Computer-Aided Design,In Person,Lecture/Discussion,18,30,54,3,3,58843144,"Lucas, Laura",Flint Engineering,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22459,EGR,281,01,Engineering Materials Lab,In Person,Laboratory,16,20,16,1,1,58843144,"Lucas, Laura",Flint Engineering,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,24887,EGR,392,99,Special Topics in Engineering,Independent Study,Lecture/Discussion,1,5,1,4,1,58843144,"Lucas, Laura",Flint Engineering,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,23202,NUR,307,W2,Integrated Case Studies in NUR,Fully Online,Online/Web Based,36,45,108,3,3,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23136,NUR,346,01,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23137,NUR,346,02,Mental Health Nursing,In Person,Lecture/Discussion,8,8,40,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23138,NUR,346,03,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23139,NUR,346,04,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23140,NUR,346,05,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23141,NUR,346,06,Mental Health Nursing,In Person,Field Work,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23142,NUR,346,07,Mental Health Nursing,In Person,Lecture/Discussion,8,8,40,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23143,NUR,346,08,Mental Health Nursing,In Person,Lecture/Discussion,4,8,20,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23144,NUR,346,09,Mental Health Nursing,In Person,Field Work,6,8,30,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23145,NUR,346,10,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23146,NUR,346,11,Mental Health Nursing,In Person,Lecture/Discussion,6,8,30,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24809,NUR,346,12,Mental Health Nursing,In Person,Lecture/Discussion,7,8,35,5,5,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,24865,NUR,912,W1,DNP Research Seminar V,Fully Online,Online/Web Based,1,1,1,4,1,77584361,"Lugger, Suzanne",Flint Nursing,Flint Nursing,202000,ASST PROFESSOR
202420,Winter 2024,23396,ECN,201,01,Prin of Econ (Macro-Econ),In Person,Lecture/Discussion,40,40,120,3,3,46193212,"Lutzker, Adam",Flint Economics,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23403,ECN,202,01,Prin of Econ (Micro-Econ),In Person,Lecture/Discussion,34,40,102,3,3,46193212,"Lutzker, Adam",Flint Economics,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24023,ECN,354,01,Intermediate Macroeconomic Thr,In Person,Lecture/Discussion,12,30,36,3,3,46193212,"Lutzker, Adam",Flint Economics,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23405,ECN,499,W2,Issues in Economics,Fully Online,Online/Web Based,1,5,3,3,3,46193212,"Lutzker, Adam",Flint Economics,Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,23251,SWR,121,W1,SWK Focused Wrtg & Values Clar,Fully Online,Online/Web Based,24,25,24,1,1,30298848,"Macias, Laura",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23252,SWR,250,W1,Social Justice and Diversity,Fully Online,Online/Web Based,27,25,81,3,3,30298848,"Macias, Laura",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,23259,SWR,340,W1,Intro to Social Work Practice,Fully Online,Online/Web Based,24,25,96,4,4,30298848,"Macias, Laura",Flint Social Work,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24622,CSC,570,01,Cyber Security,In Person,Lecture/Lab,5,35,20,4,4,31001415,"Malik, Khalid",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24615,CSC,570,W1,Cyber Security,Fully Online,Online/Web Based,8,35,32,4,4,31001415,"Malik, Khalid",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24823,CSC,591,96,Independent GR study in CSC,Independent Study,Study,2,5,5,4,1,31001415,"Malik, Khalid",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,21007,PHS,315,W1,Introduction to Epidemiology,Fully Online,Online/Web Based,29,30,87,3,3,56427879,"Mamou, Fatema",Flint Dept Pub Hlth & Hlth Sci,Flint College Health Sciences,202840,LEO Lecturer II
202420,Winter 2024,24607,CSC,379,01,Algorithm Analysis,In Person,Lecture/Discussion,24,35,96,4,4,78854131,"Mani, Murali",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24602,CSC,384,01,Database Design,In Person,Lecture/Lab,18,35,72,4,4,78854131,"Mani, Murali",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24608,CSC,575,01,Algorithm & Complexity Analysi,In Person,Lecture/Lab,3,35,12,4,4,78854131,"Mani, Murali",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24609,CSC,575,W1,Algorithm & Complexity Analysi,Fully Online,Online/Web Based,8,35,32,4,4,78854131,"Mani, Murali",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24812,CSC,591,98,Independent GR study in CSC,Independent Study,Study,3,5,5,4,1,78854131,"Mani, Murali",Flint Computer Science,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24426,PTP,413,M1,Physiology of Exercise,Mixed Mode,Mixed Mode,18,25,72,4,4,08451314,"Marchwinski, Laura",Flint Physical Therapy,Flint College Health Sciences,202800,LEO Intermittent Lecturer
202420,Winter 2024,23917,PTP,782,01,Pediatric Exam & Plan Of Care,In Person,Laboratory,23,24,69,3,3,37814864,"Marquardt, Lindsay",Flint Physical Therapy,Flint College Health Sciences,202800,LEO Intermittent Lecturer
202420,Winter 2024,23918,PTP,782,02,Pediatric Exam & Plan Of Care,In Person,Laboratory,24,24,72,3,3,37814864,"Marquardt, Lindsay",Flint Physical Therapy,Flint College Health Sciences,202800,LEO Intermittent Lecturer
202420,Winter 2024,22167,CRJ,380,W1,Criminal Law,Fully Online,Online/Web Based,18,30,54,3,3,69728594,"Mars, Joan","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24341,CRJ,398,W1,Special Topics in CRJ,Fully Online,Online/Web Based,16,30,48,3,3,69728594,"Mars, Joan","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,21906,SOC,384,W1,Criminology,Fully Online,Online/Web Based,28,30,84,3,3,69728594,"Mars, Joan","Flint Soc,Anthropology & CJ",Flint CASE,201500,ASSOC PROFESSOR
202420,Winter 2024,24838,EDS,580,99,Ind Study in Sec Educ,Independent Study,Study,1,5,2,3,1,49231140,"Marton, Kristy",Flint Education,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24375,EDS,667,01,Alt Route Student Teaching II,In Person,Internship,3,30,15,8,3,49231140,"Marton, Kristy",Flint Education,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,24401,IES,203,01,Tech in the Classroom,In Person,Lecture/Discussion,24,30,72,3,3,49231140,"Marton, Kristy",Flint Education,Flint CASE,202820,LEO Lecturer I
202420,Winter 2024,22652,BIO,511,01,Regional Anatomy/Anesthetists,In Person,Lecture/Discussion,15,15,45,3,3,88780025,"Mayhew, Earl",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22653,BIO,511,02,Regional Anatomy/Anesthetists,In Person,Lecture/Discussion,15,15,45,3,3,88780025,"Mayhew, Earl",Flint Biology,Flint College of Innov. & Tech,202840,LEO Lecturer II
202420,Winter 2024,22443,EGR,350,01,Fluid Mechanics,In Person,Lecture/Lab,24,30,96,4,4,17196723,"Mazumder, Quamrul",Flint Engineering,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24751,EGR,392,W1,Special Topics in Engineering,Fully Online,Online/Web Based,6,30,6,4,1,17196723,"Mazumder, Quamrul",Flint Engineering,Flint College of Innov. & Tech,201000,PROFESSOR
202420,Winter 2024,24655,EGR,532,01,Advanced Thermodynamics,In Person,Lecture/Discussion,3,30,9,3,3,17196723,"Mazumder, Quamrul",Flint Engineering,Flint College of Innov. & Tech,201000,PROFESSOR
